path,status,depth,evidence,notes
src/components/agent/TaskRecords.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/agent/TaskWrapup.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/agent/ThinkingMatrix.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/agent/ThinkingPanel.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/agent/TopicSidebar.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/agent/WebResearchSources.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/agent/agentChat.css,reviewed,static,evidence/ui-coverage.json,已阅读布局、溢出、断点与动效规则；未逐选择器浏览器覆盖。
src/components/agent/agentTheme.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/agent/composerControls.css,reviewed,static,evidence/ui-coverage.json,已阅读布局、溢出、断点与动效规则；未逐选择器浏览器覆盖。
src/components/agent/composerTypes.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/agent/contextParameters.css,reviewed,static,evidence/ui-coverage.json,已阅读布局、溢出、断点与动效规则；未逐选择器浏览器覆盖。
src/components/agent/filterThreadsByTitle.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/agent/generationBatch.css,reviewed,static,evidence/ui-coverage.json,已阅读布局、溢出、断点与动效规则；未逐选择器浏览器覆盖。
src/components/agent/memoryContext.css,reviewed,static,evidence/ui-coverage.json,已阅读布局、溢出、断点与动效规则；未逐选择器浏览器覆盖。
src/components/agent/references.css,reviewed,static,evidence/ui-coverage.json,已阅读布局、溢出、断点与动效规则；未逐选择器浏览器覆盖。
src/components/agent/taskWorkspace.css,reviewed,static,evidence/ui-coverage.json,已阅读布局、溢出、断点与动效规则；未逐选择器浏览器覆盖。
src/components/agent/taskWrapup.css,reviewed,static,evidence/ui-coverage.json,已阅读布局、溢出、断点与动效规则；未逐选择器浏览器覆盖。
src/components/agent/timeGroups.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/agent/useReferenceDraft.ts,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/assets/AssetLibraryPage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/assets/AssetTextField.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/assets/CharacterDetailPage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/assets/PropDetailPage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/assets/SceneDetailPage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/assets/StyleDetailPage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/assets/WorldSettingPanel.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/media/MediaPicker.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/media/MediaThumb.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/memory/MemoryEditor.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/memory/MemoryPromotion.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/memory/ProjectMemoryPage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/memory/memory.css,reviewed,static,evidence/ui-coverage.json,已阅读布局、溢出、断点与动效规则；未逐选择器浏览器覆盖。
src/components/memory/memoryLabels.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/memory/readMemory.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/produce/ProducePage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/produce/ProductionProposalsPanel.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/produce/StoryboardPrintPage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/shots/ShotEditorPage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/slots/GenerationSlotCard.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/story/StoryPage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/studio/AboutPage.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/studio/AssetLibraryPages.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/studio/ConnectorsPage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/studio/CoverCard.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/studio/LibraryHeader.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/studio/ProjectGalleryPage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/studio/PropLibraryPage.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/studio/SearchConnection.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/studio/Still.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/studio/StudioField.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/studio/StudioShell.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/studio/StyleLibraryPage.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/alert-dialog.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/badge.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/button.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/card.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/checkbox.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/click-spark.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/dialog.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/draft-status.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/dropdown-menu.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/field.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/input.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/label.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/popover.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/select.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/separator.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/sheet.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/skeleton.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/sonner.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/tabs.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/textarea.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/ui/tooltip.tsx,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/components/workspace/EpisodeListPage.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/workspace/ProjectSettingsPanel.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/components/workspace/WorkspaceChrome.tsx,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/db/agentGeneration.ts,reviewed,deep,evidence/agent-coverage.json,事务、归属、恢复和消费者路径审查
src/db/agentGenerationBatches.ts,reviewed,deep,evidence/agent-coverage.json,事务、归属、恢复和消费者路径审查
src/db/agentRuns.ts,reviewed,deep,evidence/agent-coverage.json,事务、归属、恢复和消费者路径审查
src/db/agentSettings.ts,reviewed,static,evidence/agent-coverage.json,事务、归属、恢复和消费者路径审查
src/db/agentTaskRecords.ts,reviewed,deep,evidence/agent-coverage.json,事务、归属、恢复和消费者路径审查
src/db/agentTaskWrapups.ts,reviewed,deep,evidence/agent-coverage.json,事务、归属、恢复和消费者路径审查
src/db/agentTasks.ts,reviewed,deep,evidence/agent-coverage.json,事务、归属、恢复和消费者路径审查
src/db/agentToolRecovery.ts,reviewed,deep,evidence/agent-coverage.json,事务、归属、恢复和消费者路径审查
src/db/agentTools.ts,reviewed,deep,evidence/agent-coverage.json,事务、归属、恢复和消费者路径审查
src/db/contextSettings.ts,reviewed,deep,evidence/data-coverage.json,全文件：线程与默认设置事务
src/db/database.ts,reviewed,deep,evidence/data-coverage.json,全文件：表/索引/迁移；真实 v1 升级回归通过
src/db/generationPreferences.ts,reviewed,deep,evidence/data-coverage.json,全文件：显式偏好/另一模态保留
src/db/memoryRetrieval.ts,reviewed,deep,evidence/agent-coverage.json,上下文/资料读取边界与消费者审查
src/db/productionProposals.ts,reviewed,deep,evidence/data-coverage.json,全文件：revision CAS/媒体/应用撤销事务
src/db/projectMemories.ts,reviewed,deep,evidence/data-coverage.json,全文件：owner/CAS/源总结/版本/替换/删除
src/db/references.ts,reviewed,deep,evidence/agent-coverage.json,上下文/资料读取边界与消费者审查
src/db/repo.ts,reviewed,deep,evidence/data-coverage.json,全文件：CRUD/关系/事务/媒体回收/撤销/连接；DATA-02/03
src/db/searchConnections.ts,reviewed,deep,evidence/data-coverage.json,全文件：key 校验/技能启用/保存删除
src/domain/agent.ts,reviewed,static,evidence/agent-coverage.json,状态/身份/参数声明与执行路径核对
src/domain/agentGeneration.ts,reviewed,static,evidence/agent-coverage.json,状态/身份/参数声明与执行路径核对
src/domain/agentGenerationBatch.ts,reviewed,static,evidence/agent-coverage.json,状态/身份/参数声明与执行路径核对
src/domain/agentTaskRecords.ts,reviewed,static,evidence/agent-coverage.json,状态/身份/参数声明与执行路径核对
src/domain/agentTaskWrapup.ts,reviewed,static,evidence/agent-coverage.json,状态/身份/参数声明与执行路径核对
src/domain/columns.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/domain/context.ts,reviewed,static,evidence/agent-coverage.json,完整读取类型与来源/预算/资料生命周期声明
src/domain/generationPreferences.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/domain/imageDiscovery.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/domain/memoryRetrieval.ts,reviewed,static,evidence/agent-coverage.json,完整读取类型与来源/预算/资料生命周期声明
src/domain/output.ts,reviewed,static,evidence/root-coverage.json,主审补读领域模型和生成默认值：正常解析保留未知值、显式校验、参数映射
src/domain/production.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/domain/projectContext.ts,reviewed,static,evidence/agent-coverage.json,完整读取类型与来源/预算/资料生命周期声明
src/domain/projectMemory.ts,reviewed,static,evidence/root-coverage.json,主审补读领域模型和生成默认值：正常解析保留未知值、显式校验、参数映射
src/domain/referenceInput.ts,reviewed,static,evidence/agent-coverage.json,完整读取类型与来源/预算/资料生命周期声明
src/domain/references.ts,reviewed,static,evidence/agent-coverage.json,完整读取类型与来源/预算/资料生命周期声明
src/domain/search.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/domain/slot.ts,reviewed,deep,evidence/data-coverage.json,全文件：legacy 合并/媒体收集与重映射
src/domain/types.ts,reviewed,deep,evidence/data-coverage.json,全文件：owner/episode/slot/filter/status/normalize
src/lib/agent/businessSchemas.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/businessStore.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/businessToolNames.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/businessTools.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/contextCompaction.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/contextPlanner.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/contextPolicy.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/contextUsage.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/generationBatchRuntime.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/generationMedia.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/generationProfiles.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/generationReview.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/generationReviewDraft.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/generationRuntime.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/generationSelection.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/generationTools.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/imageDiscovery.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/memoryContext.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/memoryToolNames.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/memoryTools.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/projectContext.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/projectScope.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/referenceContext.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/referenceEvidence.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/referenceToolNames.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/referenceTools.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/runChat.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/runOwnership.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/skills.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/taskContext.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/taskState.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/taskTools.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/taskWrapup.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/toolErrors.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/tools.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/webToolNames.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/webTools.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/agent/wrapupEvidence.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/agent/wrapupSchema.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/ai/aihubmix.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/ai/apimart.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/ai/catalog.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/ai/chatModelPolicy.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/ai/chatStream.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/ai/connectors.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/ai/modelBank/README.md,reviewed,static,evidence/agent-coverage.json,模型元数据加载、来源选择和生成文件边界；未逐条审核数据
src/lib/ai/modelBank/index.ts,reviewed,static,evidence/agent-coverage.json,模型元数据加载、来源选择和生成文件边界；未逐条审核数据
src/lib/ai/modelBank/lookup.generated.json,verified,generated-boundary,evidence/model-bank.log; evidence/build.log,生成/快照完整性；非逐条外部事实验证
src/lib/ai/modelBank/models.generated.json,verified,generated-boundary,evidence/model-bank.log; evidence/build.log,生成/快照完整性；非逐条外部事实验证
src/lib/ai/modelMetadata.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/ai/modelVendors.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/ai/openaiCompatible.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/ai/reasoningPolicy.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/ai/referenceWire.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/ai/responsesStream.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/ai/tavily.ts,reviewed,deep,evidence/agent-coverage.json,关键执行链、状态/归属/输出边界追踪
src/lib/ai/visionCapability.ts,reviewed,static,evidence/agent-coverage.json,完整读取 helper/声明并核对调用集成；未逐函数独立场景验证
src/lib/assetLibrary.ts,reviewed,static,evidence/root-coverage.json,主审读取实现及边界；参考parser另有浏览器worker验证
src/lib/brand.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/lib/chatScroll.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/lib/chatTitle.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/lib/copySelection.ts,reviewed,static,evidence/ui-coverage.json,已阅读实现/路由参数、归属校验与组件连接；不等于逐交互 E2E。
src/lib/debouncedDraft.ts,reviewed,deep,evidence/ui-coverage.json,已阅读实现并追踪状态、持久化或调用边界；动态验证范围见 ui-review.md。
src/lib/draftMedia.ts,reviewed,deep,evidence/data-coverage.json,全文件：owned/pending/save/cancel
